Author,Best
Date,0
Score,0
LPNMR.n40e200.txt,1000000000
LPNMR.n45e250.txt,1000000000
LPNMR.n50e250.txt,1000000000
LPNMR.n55e250.txt,1000000000
LPNMR.n60e400.txt,1000000000
LPNMR.n70e250.txt,1000000000
LPNMR.n80e500.txt,1000000000
LPNMR.n90e600.txt,1000000000
LMS.n30e44.txt,1000000000
LMS.n30e87.txt,1000000000
LMS.n30e131.txt,1000000000
LMS.n30e218.txt,1000000000
LMS.n30e305.txt,1000000000
LMS.n50e61.txt,1000000000
LMS.n50e123.txt,1000000000
LMS.n50e245.txt,1000000000
LMS.n50e368.txt,1000000000
LMS.n50e613.txt,1000000000
LMS.n50e858.txt,1000000000
LMS.n70e121.txt,1000000000
LMS.n70e242.txt,1000000000
LMS.n70e483.txt,1000000000
LMS.n70e725.txt,1000000000
LMS.n70e1208.txt,1000000000
LMS.n70e1691.txt,1000000000
LMS.n100e248.txt,1000000000
LMS.n100e495.txt,1000000000
LMS.n100e990.txt,1000000000
LMS.n100e1485.txt,1000000000
LMS.n100e2475.txt,1000000000
LMS.n100e3465.txt,1000000000
LMS.n120e357.txt,1000000000
LMS.n120e714.txt,1000000000
LMS.n120e1428.txt,1000000000
LMS.n120e2142.txt,1000000000
LMS.n120e3570.txt,1000000000
LMS.n120e4998.txt,1000000000
LMS.n150e559.txt,1000000000
LMS.n150e1118.txt,1000000000
LMS.n150e2235.txt,1000000000
LMS.n150e3353.txt,1000000000
LMS.n150e5588.txt,1000000000
LMS.n150e7823.txt,1000000000
LMS.n200e995.txt,1000000000
LMS.n200e1990.txt,1000000000
LMS.n200e3980.txt,1000000000
LMS.n200e5970.txt,1000000000
LMS.n200e9950.txt,1000000000
LMS.n200e13930.txt,1000000000
BPFTC.n14e20.txt,1000000000
BPFTC.n30e41.txt,1000000000
BPFTC.n57e78.txt,1000000000
BPFTC.n118e179.txt,1000000000
RGG.n80e262.txt,1000000000
RGG.n80e329.txt,1000000000
RGG.n80e400.txt,1000000000
RGG.n80e474.txt,1000000000
RGG.n80e563.txt,1000000000
RGG.n80e647.txt,1000000000
RGG.n80e735.txt,1000000000
RGG.n100e335.txt,1000000000
RGG.n100e368.txt,1000000000
RGG.n100e435.txt,1000000000
RGG.n100e500.txt,1000000000
RGG.n100e575.txt,1000000000
RGG.n200e756.txt,1000000000
RGG.n200e871.txt,1000000000
RGG.n200e921.txt,1000000000
RGG.n200e997.txt,1000000000
RGG.n200e1113.txt,1000000000
RGG.n200e1127.txt,1000000000
RGG.n200e1269.txt,1000000000
RGG.n200e1305.txt,1000000000
RGG.n200e1400.txt,1000000000
RGG.n200e1501.txt,1000000000
RGG.n200e1541.txt,1000000000
RGG.n200e1730.txt,1000000000
RGG.n250e903.txt,1000000000
RGG.n250e1011.txt,1000000000
RGG.n250e1119.txt,1000000000
RGG.n250e1246.txt,1000000000
BPFTC.n73e108.txt,1000000000
BPFTC.n300e409.txt,1000000000
RGG.n300e1577.txt,1000000000
RGG.n300e1710.txt,1000000000
RGG.n300e1849.txt,1000000000
RGG.n300e1990.txt,1000000000
RGG.n350e1461.txt,1000000000
RGG.n350e1555.txt,1000000000
RGG.n350e1668.txt,1000000000
RGG.n350e1787.txt,1000000000
RGG.n400e1522.txt,1000000000
RGG.n400e1621.txt,1000000000
RGG.n400e1750.txt,1000000000
RGG.n400e1880.txt,1000000000
Sparse.n1000e1298.txt,1000000000
Sparse.n1000e1497.txt,1000000000
Sparse.n1000e1694.txt,1000000000
Sparse.n1500e1995.txt,1000000000
Sparse.n1500e2198.txt,1000000000
Sparse.n1500e2397.txt,1000000000
Sparse.n2000e2598.txt,1000000000
Sparse.n2000e2798.txt,1000000000
Sparse.n2000e2996.txt,1000000000
Sparse.n2500e3297.txt,1000000000
Sparse.n2500e3496.txt,1000000000
Sparse.n2500e3697.txt,1000000000
Sparse.n3000e3998.txt,1000000000
Sparse.n3000e4298.txt,1000000000
Sparse.n3000e4597.txt,1000000000
BOBL.n1000e3449.txt,1000000000
BOBL.n1000e3481.txt,1000000000
BOBL.n1000e7150.txt,1000000000
BOBL.n1000e7164.txt,1000000000
BOBL.n1000e13923.txt,1000000000
BOBL.n1000e14380.txt,1000000000
BOBL.n1000e27002.txt,1000000000
BOBL.n1000e27966.txt,1000000000
BOBL.n1000e55730.txt,1000000000
BOBL.n1000e56085.txt,1000000000
BOBL.n1000e111644.txt,1000000000
BOBL.n1000e111893.txt,1000000000
BOBL.n5000e86922.txt,1000000000
BOBL.n5000e87265.txt,1000000000
BOBL.n5000e174799.txt,1000000000
BOBL.n5000e183025.txt,1000000000
BOBL.n5000e349693.txt,1000000000
BOBL.n5000e361947.txt,1000000000
BOBL.n5000e675960.txt,1000000000
BOBL.n5000e701099.txt,1000000000
BOBL.n5000e1400601.txt,1000000000
BOBL.n5000e1408976.txt,1000000000
BOBL.n5000e2792708.txt,1000000000
BOBL.n5000e2797377.txt,1000000000
