Author,Best,罗灿辉-华科-计算机,罗灿辉-华科-计算机,罗灿辉-华科-计算机
Date,0,2022-06-04 04:22:28.103,2022-05-31 01:52:37.535,2022-05-30 18:16:34.710
Score,0,1.7332825611522158E-05,6512500295.408861,6512500295.410017
n50.txt,7.947515274784537,7.947515274784537,7.9475152747845765,7.94754705694039
n51.txt,8.027506952420673,8.027506952420673,8.02750695242082,8.027535274992069
n52.txt,8.084717190691169,8.084717190691169,8.084717190692116,8.084748619637107
n53.txt,8.179582826843877,8.179582826843877,8.179582826843943,8.179613872189533
n54.txt,8.203982383470672,8.203982383470672,8.203982383470846,8.204005297662981
n55.txt,8.211102550928159,8.211102550928159,8.211102550928862,8.211125834803383
n56.txt,8.383529922580442,8.383529922580442,8.383529922580449,8.383562652922489
n57.txt,8.447184653412108,8.447184653412108,8.447184653412645,8.447219926522179
n58.txt,8.524553770141747,8.524553770141747,8.524553770142226,8.524591788075183
n59.txt,8.592499959371615,8.592499959371615,8.59249995937175,8.592536886893319
n60.txt,8.646219845459528,8.646219845459528,8.646219845459958,8.646254577560248
n61.txt,8.661297575540575,8.661297575540575,8.661297575540761,8.661322457104225
n62.txt,8.829765408973266,8.829765408973266,8.829765408974342,8.829800030110599
n63.txt,8.89235153755294,8.89235153755294,8.89235153755335,8.892388122117646
n64.txt,8.961971108491841,8.961971110523802,8.961971108491841,8.96200260282839
n65.txt,9.017397323209678,9.017397323209678,9.01739732321002,9.017431930477676
n66.txt,9.096279426926454,9.096279426926454,9.096279426926708,9.09631096465278
n67.txt,9.168971881785899,9.168971881786101,9.168971881785899,9.169012141418943
n68.txt,9.229773746752134,9.229773746752134,9.229773746752137,9.22980744544671
n69.txt,9.26976126664219,9.269761266642394,9.26976126664219,9.26979693401539
n70.txt,9.345653194050893,9.345653194051286,9.345653194050893,9.345687749986341
n71.txt,9.415796896872658,9.415796896872658,9.415796896873422,9.415834383590992
n72.txt,9.473890856715222,9.473890856715222,9.473890856715355,9.473930981868211
n73.txt,9.540346152140168,9.540346152140168,9.54034615214029,9.540384868780803
n74.txt,9.58923276434101,9.58923276434101,9.589232764341519,9.589275061399732
n75.txt,9.672029631950315,9.672029631950519,9.672029631950315,9.672067640684416
n76.txt,9.729596802163798,9.729596802163798,9.729596802164286,9.729633069140451
n77.txt,9.798911924509516,9.798911924509675,9.798911924509516,9.798946465320661
n78.txt,9.857709899887386,9.857709899887391,9.857709899887386,9.857747409015671
n79.txt,9.90506346766161,9.90506346766161,9.905063467661765,9.905099667060211
n80.txt,9.968151813155334,9.968151813155428,9.968151813155334,9.968193752830667
n81.txt,10.010864241202537,10.010864241203308,10.010864241202537,10.01090176569139
n82.txt,10.050824223458893,10.050824224717589,10.050824223458893,10.050865344979595
n83.txt,10.116857875104103,10.116857875104245,10.116857875104103,10.116904752214186
n84.txt,10.149530867238402,10.149530867238402,10.149530867238562,10.149573464215747
n85.txt,10.163111465877297,10.163111465877297,10.163111465877309,10.163150353139788
n86.txt,10.298701053112234,10.298701053112234,10.298701053112877,10.298742996116328
n87.txt,10.363208505079903,10.363208505079903,10.363208505080202,10.363251820449893
n88.txt,10.432337692735171,10.432337692735171,10.432337692735292,10.432380198162999
n89.txt,10.500491814575478,10.500491814575533,10.500491814575478,10.500534335779328
n90.txt,10.546069177955864,10.546069177956378,10.546069177955864,10.546122080895701
n91.txt,10.56677223350608,10.56677223350608,10.566772233506143,10.566814079589445
n92.txt,10.68464584791765,10.684645847917677,10.68464584791765,10.684689491372936
n93.txt,10.733352600261595,10.733352600261595,10.733352600261663,10.733399511473726
n94.txt,10.778032160278082,10.778032160454119,10.778032160278082,10.778072997931705
n95.txt,10.840205021599491,10.840205021600275,10.840205021599491,10.840247964650919
n96.txt,10.883205374774649,10.883205374774649,10.883302261798208,10.883359473857553
n97.txt,10.938590110075294,10.938590110075971,10.938590110075294,10.93863507552271
n98.txt,10.979383128209188,10.979383128209188,10.979383128209353,10.979423625898592
n99.txt,11.033141151447024,11.033141151447063,11.033141151447024,11.03325608702775
n100.txt,11.082149724312107,11.082149724312721,11.082149724312107,11.082202914305356
n101.txt,11.146933575428571,11.14693357542881,11.146933575428571,11.1470140785754
n102.txt,11.196863472771886,11.196863473427193,11.196863472771886,11.196946188422253
n103.txt,11.265143565834848,11.2651435707227,11.265143565834848,11.265345246559871
n104.txt,11.317658566339963,11.317658841830886,11.317658566339963,11.317754123165809
n105.txt,11.362659612911683,11.362659612920325,11.362659612911683,11.36282657851862
n106.txt,11.4218343660481,11.4218343660481,11.421834366048223,11.421962882331009
n107.txt,11.472051837427697,11.472052098507186,11.472051837427697,11.472250498604554
n108.txt,11.524016134038382,11.5240161340468,11.524016134038382,11.524165918811784
n109.txt,11.562119071074658,11.562119071074658,11.563776086255507,11.563981947063011
n110.txt,11.616861550311144,11.616861560917148,11.616861550311144,11.61709259551369
n111.txt,11.662811184496537,11.66281121175156,11.662811184496537,11.663030933001204
n112.txt,11.705274526432554,11.70527452769215,11.705274526432554,11.705498785238563
n113.txt,11.747528122484624,11.747528609823448,11.747528122484624,11.747638192339227
n114.txt,11.795173364032708,11.795173364033744,11.795173364032708,11.795422906016737
n115.txt,11.839474009348503,11.839474009348503,11.839474009348626,11.83968002040761
n116.txt,11.896704500335026,11.89670457249788,11.896704500335026,11.896900221502845
n117.txt,11.94347553627946,11.94347553627946,11.943475536279669,11.943656184121004
