Author,Best,罗灿辉-华科-计算机
Date,0,2022-06-04 04:22:28.103
Score,0,0
n118.txt,11.985551046316969,11.985551046316969
n119.txt,12.042334443875086,12.042334443875086
n120.txt,12.085212459930634,12.085212459930634
n121.txt,12.12480308190356,12.12480308190356
n122.txt,12.204374811611318,12.204374811611318
n123.txt,12.276399909004837,12.276399909004837
n124.txt,12.32170831527132,12.32170831527132
n125.txt,12.36822532076045,12.36822532076045
n126.txt,12.417144391784117,12.417144391784117
n127.txt,12.461549514821757,12.461549514821757
n128.txt,12.502222198544857,12.502222198544857
n129.txt,12.553717818783351,12.553717818783351
n130.txt,12.600339970112932,12.600339970112932
n131.txt,12.649620461500302,12.649620461500302
n132.txt,12.687436790588203,12.687436790588203
n133.txt,12.735273088521614,12.735273088521614
n134.txt,12.77144623977421,12.77144623977421
n135.txt,12.814254771503046,12.814254771503046
n136.txt,12.865759550682002,12.865759550682002
n137.txt,12.914469900313916,12.914469900313916
n138.txt,12.961304310902607,12.961304310902607
n139.txt,13.008987240730319,13.008987240730319
n140.txt,13.060188682618456,13.060188682618456
n141.txt,13.107255294921117,13.107255294921117
n142.txt,13.146411625543141,13.146411625543141
n143.txt,13.197400824984268,13.197400824984268
n144.txt,13.247789225082537,13.247789225082537
n145.txt,13.276669623003288,13.276669623003288
n146.txt,13.331233768104635,13.331233768104635
n147.txt,13.357112494649524,13.357112494649524
n148.txt,13.386939355150375,13.386939355150375
n149.txt,13.435548518287986,13.435548518287986
n150.txt,13.460806370972026,13.460806370972026
n151.txt,13.476191508334338,13.476191508334338
n152.txt,13.531752268052106,13.531752268052106
n153.txt,13.59154804334967,13.59154804334967
n154.txt,13.636897672892925,13.636897672892925
n155.txt,13.673713521815811,13.673713521815811
n156.txt,13.716531194891822,13.716531194891822
n157.txt,13.772992488398081,13.772992488398081
n158.txt,13.823227066278937,13.823227066278937
n159.txt,13.864193367566035,13.864193367566035
n160.txt,13.919665874727642,13.919665874727642
n161.txt,13.969401190552325,13.969401190552325
n162.txt,14.010230660990091,14.010230660990091
n163.txt,14.065241265481411,14.065241265481411
n164.txt,14.109604750660118,14.109604750660118
n165.txt,14.144339292346606,14.144339292346606
n166.txt,14.185678541476056,14.185678541476056
n167.txt,14.219046587729187,14.219046587729187
n168.txt,14.257743224349149,14.257743224349149
n169.txt,14.295358273839291,14.295358273839291
n170.txt,14.331155252654824,14.331155252654824
n171.txt,14.367661520567426,14.367661520567426
n172.txt,14.416776876817261,14.416776876817261
n173.txt,14.451341855218088,14.451341855218088
n174.txt,14.492848838773966,14.492848838773966
n175.txt,14.53642686991704,14.53642686991704
n176.txt,14.574135654896264,14.574135654896264
n177.txt,14.614522658222937,14.614522658222937
n178.txt,14.655927628238116,14.655927628238116
n179.txt,14.69985125201638,14.69985125201638
n180.txt,14.739078147221273,14.739078147221273
n181.txt,14.780829656520377,14.780829656520377
n182.txt,14.818930631123834,14.818930631123834
n183.txt,14.865671468816133,14.865671468816133
n184.txt,14.905425416231303,14.905425416231303
n185.txt,14.93814489242859,14.93814489242859
n186.txt,14.961186209920275,14.961186209920275
n187.txt,14.989154771305508,14.989154771305508
n188.txt,15.02875802838567,15.02875802838567
n189.txt,15.06909940640841,15.06909940640841
n190.txt,15.103604719465206,15.103604719465206
n191.txt,15.142371372821904,15.142371372821904
n192.txt,15.169435266474936,15.169435266474936
n193.txt,15.19940104469718,15.19940104469718
n194.txt,15.24142865701188,15.24142865701188
n195.txt,15.28777609853639,15.28777609853639
n196.txt,15.323194318368389,15.323194318368389
n197.txt,15.367605929331688,15.367605929331688
n198.txt,15.389905006630913,15.389905006630913
n199.txt,15.402263425893679,15.402263425893679
n200.txt,15.463275018934619,15.463275018934619
n201.txt,15.520228703841443,15.520228703841443
n202.txt,15.568040899701323,15.568040899701323
n203.txt,15.611238956595788,15.611238956595788
n204.txt,15.642506144639139,15.642506144639139
n205.txt,15.691009718856447,15.691009718856447
n206.txt,15.73469081675808,15.73469081675808
n207.txt,15.770190569216412,15.770190569216412
n208.txt,15.811767976024768,15.811767976024768
n209.txt,15.839883362993286,15.839883362993286
n210.txt,15.878779616472142,15.878779616472142
n211.txt,15.902516843564722,15.902516843564722
n212.txt,15.935372552346038,15.935372552346038
n213.txt,15.969855950935992,15.969855950935992
n214.txt,16.017995875114256,16.017995875114256
n215.txt,16.049491739075663,16.049491739075663
n216.txt,16.085188460018923,16.085188460018923
n217.txt,16.117494533436727,16.117494533436727
n218.txt,16.14961482681944,16.14961482681944
n219.txt,16.16915756458179,16.16915756458179
n220.txt,16.224094840620065,16.224094840620065
n221.txt,16.259239558605604,16.259239558605604
n222.txt,16.298893738261448,16.298893738261448
n223.txt,16.337232398011412,16.337232398011412
n224.txt,16.36895208655782,16.36895208655782
n225.txt,16.403603781563344,16.403603781563344
n226.txt,16.448319077429346,16.448319077429346
n227.txt,16.488387812157242,16.488387812157242
n228.txt,16.525017860981922,16.525017860981922
n229.txt,16.562679362635595,16.562679362635595
n230.txt,16.59195377280464,16.59195377280464
n231.txt,16.629114258775672,16.629114258775672
n232.txt,16.66515189747462,16.66515189747462
n233.txt,16.694490804337057,16.694490804337057
n234.txt,16.706502190181265,16.706502190181265
n235.txt,16.725110513984653,16.725110513984653
n236.txt,16.774700761028186,16.774700761028186
n237.txt,16.80224556910694,16.80224556910694
n238.txt,16.82691120578075,16.82691120578075
n239.txt,16.86350792879403,16.86350792879403
n240.txt,16.894472526963852,16.894472526963852
n241.txt,16.915364247701316,16.915364247701316
n242.txt,16.960708741752104,16.960708741752104
n243.txt,17.00024823748755,17.00024823748755
n244.txt,17.034958174043382,17.034958174043382
n245.txt,17.07468930841543,17.07468930841543
n246.txt,17.107930202522244,17.107930202522244
n247.txt,17.132072421183732,17.132072421183732
n248.txt,17.182167927657982,17.182167927657982
n249.txt,17.21900262961153,17.21900262961153
n950.txt,1000000000,1000000000
n951.txt,1000000000,1000000000
n952.txt,1000000000,1000000000
n953.txt,1000000000,1000000000
n954.txt,1000000000,1000000000
n955.txt,1000000000,1000000000
n956.txt,1000000000,1000000000
n957.txt,1000000000,1000000000
n958.txt,1000000000,1000000000
n959.txt,1000000000,1000000000
n960.txt,1000000000,1000000000
n961.txt,1000000000,1000000000
n962.txt,1000000000,1000000000
n963.txt,1000000000,1000000000
n964.txt,1000000000,1000000000
n965.txt,1000000000,1000000000
n966.txt,1000000000,1000000000
n967.txt,1000000000,1000000000
n968.txt,1000000000,1000000000
n969.txt,1000000000,1000000000
n970.txt,1000000000,1000000000
n971.txt,1000000000,1000000000
n972.txt,1000000000,1000000000
n973.txt,1000000000,1000000000
n974.txt,1000000000,1000000000
n975.txt,1000000000,1000000000
n976.txt,1000000000,1000000000
n977.txt,1000000000,1000000000
n978.txt,1000000000,1000000000
n979.txt,1000000000,1000000000
n980.txt,1000000000,1000000000
n981.txt,1000000000,1000000000
n982.txt,1000000000,1000000000
n983.txt,1000000000,1000000000
n984.txt,1000000000,1000000000
n985.txt,1000000000,1000000000
n986.txt,1000000000,1000000000
n987.txt,1000000000,1000000000
n988.txt,1000000000,1000000000
n989.txt,1000000000,1000000000
n990.txt,1000000000,1000000000
n991.txt,1000000000,1000000000
n992.txt,1000000000,1000000000
n993.txt,1000000000,1000000000
n994.txt,1000000000,1000000000
n995.txt,1000000000,1000000000
n996.txt,1000000000,1000000000
n997.txt,1000000000,1000000000
n998.txt,1000000000,1000000000
n999.txt,1000000000,1000000000
n1000.txt,1000000000,1000000000
n1001.txt,1000000000,1000000000
n1002.txt,1000000000,1000000000
n1003.txt,1000000000,1000000000
n1004.txt,1000000000,1000000000
n1005.txt,1000000000,1000000000
n1006.txt,1000000000,1000000000
n1007.txt,1000000000,1000000000
n1008.txt,1000000000,1000000000
n1009.txt,1000000000,1000000000
n1010.txt,1000000000,1000000000
n1011.txt,1000000000,1000000000
n1012.txt,1000000000,1000000000
n1013.txt,1000000000,1000000000
n1014.txt,1000000000,1000000000
n1015.txt,1000000000,1000000000
n1016.txt,1000000000,1000000000
n1017.txt,1000000000,1000000000
n1018.txt,1000000000,1000000000
n1019.txt,1000000000,1000000000
n1020.txt,1000000000,1000000000
n1021.txt,1000000000,1000000000
n1022.txt,1000000000,1000000000
n1023.txt,1000000000,1000000000
n1024.txt,1000000000,1000000000
n1025.txt,1000000000,1000000000
n1026.txt,1000000000,1000000000
n1027.txt,1000000000,1000000000
n1028.txt,1000000000,1000000000
n1029.txt,1000000000,1000000000
n1030.txt,1000000000,1000000000
n1031.txt,1000000000,1000000000
n1032.txt,1000000000,1000000000
n1033.txt,1000000000,1000000000
n1034.txt,1000000000,1000000000
n1035.txt,1000000000,1000000000
n1036.txt,1000000000,1000000000
n1037.txt,1000000000,1000000000
n1038.txt,1000000000,1000000000
n1039.txt,1000000000,1000000000
n1040.txt,1000000000,1000000000
n1041.txt,1000000000,1000000000
n1042.txt,1000000000,1000000000
n1043.txt,1000000000,1000000000
n1044.txt,1000000000,1000000000
n1045.txt,1000000000,1000000000
n1046.txt,1000000000,1000000000
n1047.txt,1000000000,1000000000
n1048.txt,1000000000,1000000000
n1049.txt,1000000000,1000000000
n1950.txt,1000000000,1000000000
n1951.txt,1000000000,1000000000
n1952.txt,1000000000,1000000000
n1953.txt,1000000000,1000000000
n1954.txt,1000000000,1000000000
n1955.txt,1000000000,1000000000
n1956.txt,1000000000,1000000000
n1957.txt,1000000000,1000000000
n1958.txt,1000000000,1000000000
n1959.txt,1000000000,1000000000
n1960.txt,1000000000,1000000000
n1961.txt,1000000000,1000000000
n1962.txt,1000000000,1000000000
n1963.txt,1000000000,1000000000
n1964.txt,1000000000,1000000000
n1965.txt,1000000000,1000000000
n1966.txt,1000000000,1000000000
n1967.txt,1000000000,1000000000
n1968.txt,1000000000,1000000000
n1969.txt,1000000000,1000000000
n1970.txt,1000000000,1000000000
n1971.txt,1000000000,1000000000
n1972.txt,1000000000,1000000000
n1973.txt,1000000000,1000000000
n1974.txt,1000000000,1000000000
n1975.txt,1000000000,1000000000
n1976.txt,1000000000,1000000000
n1977.txt,1000000000,1000000000
n1978.txt,1000000000,1000000000
n1979.txt,1000000000,1000000000
n1980.txt,1000000000,1000000000
n1981.txt,1000000000,1000000000
n1982.txt,1000000000,1000000000
n1983.txt,1000000000,1000000000
n1984.txt,1000000000,1000000000
n1985.txt,1000000000,1000000000
n1986.txt,1000000000,1000000000
n1987.txt,1000000000,1000000000
n1988.txt,1000000000,1000000000
n1989.txt,1000000000,1000000000
n1990.txt,1000000000,1000000000
n1991.txt,1000000000,1000000000
n1992.txt,1000000000,1000000000
n1993.txt,1000000000,1000000000
n1994.txt,1000000000,1000000000
n1995.txt,1000000000,1000000000
n1996.txt,1000000000,1000000000
n1997.txt,1000000000,1000000000
n1998.txt,1000000000,1000000000
n1999.txt,1000000000,1000000000
n2000.txt,1000000000,1000000000
n2001.txt,1000000000,1000000000
n2002.txt,1000000000,1000000000
n2003.txt,1000000000,1000000000
n2004.txt,1000000000,1000000000
n2005.txt,1000000000,1000000000
n2006.txt,1000000000,1000000000
n2007.txt,1000000000,1000000000
n2008.txt,1000000000,1000000000
n2009.txt,1000000000,1000000000
n2010.txt,1000000000,1000000000
n2011.txt,1000000000,1000000000
n2012.txt,1000000000,1000000000
n2013.txt,1000000000,1000000000
n2014.txt,1000000000,1000000000
n2015.txt,1000000000,1000000000
n2016.txt,1000000000,1000000000
n2017.txt,1000000000,1000000000
n2018.txt,1000000000,1000000000
n2019.txt,1000000000,1000000000
n2020.txt,1000000000,1000000000
n2021.txt,1000000000,1000000000
n2022.txt,1000000000,1000000000
n2023.txt,1000000000,1000000000
n2024.txt,1000000000,1000000000
n2025.txt,1000000000,1000000000
n2026.txt,1000000000,1000000000
n2027.txt,1000000000,1000000000
n2028.txt,1000000000,1000000000
n2029.txt,1000000000,1000000000
n2030.txt,1000000000,1000000000
n2031.txt,1000000000,1000000000
n2032.txt,1000000000,1000000000
n2033.txt,1000000000,1000000000
n2034.txt,1000000000,1000000000
n2035.txt,1000000000,1000000000
n2036.txt,1000000000,1000000000
n2037.txt,1000000000,1000000000
n2038.txt,1000000000,1000000000
n2039.txt,1000000000,1000000000
n2040.txt,1000000000,1000000000
n2041.txt,1000000000,1000000000
n2042.txt,1000000000,1000000000
n2043.txt,1000000000,1000000000
n2044.txt,1000000000,1000000000
n2045.txt,1000000000,1000000000
n2046.txt,1000000000,1000000000
n2047.txt,1000000000,1000000000
n2048.txt,1000000000,1000000000
n2049.txt,1000000000,1000000000
